Accuracy_stars,CheckIn,CheckIn_stars,CheckOut,Cleanliness_stars,Communication_stars,Latitude,Location_stars,Longitude,Price,Super_host,Value_stars,Bathrooms_num_int,shared_bathroom,Bedrooms_int,Beds_int,shared_room,air,bunk,couch,crib,double,floor,king,queen,single,sofa,Unnamed: 27,Air conditioning,BBQ grill,Baby bath,Baby monitor,Babysitter recommendations,Bathtub,Beach essentials,Beachfront,Bed linens,Breakfast,Building staff,Cable TV,Carbon monoxide detector,Changing table,Children’s books and toys,Children’s dinnerware,Cleaning before checkout,Coffee maker,Cooking basics,Crib,Dishes and silverware,Dishwasher,Dryer,EV charger,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,Fireplace guards,First aid kit,Free parking on premises,Free street parking,Game console,Garden or backyard,Gym,Hair dryer,Hangers,Heating,High chair,Host greets you,Hot tub,Hot water,Indoor fireplace,Iron,Keypad,Kitchen,Lake access,Laptop friendly workspace,Lock on bedroom door,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Paid parking off premises,Paid parking on premises,Patio or balcony,Pocket wifi,Pool,Private entrance,Private living room,Refrigerator,Room-darkening shades,Shampoo,Single level home,Ski-in/Ski-out,Smart lock,Smoke detector,Stair gates,Stove,TV,Table corner guards,Washer,Waterfront,Wifi,Window guards,Reviewers_no,Title
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.73294,5.0,-73.99766,263.0,1,5.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,42,Greenwich Village Artist Residence
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.772,4.5,-73.913,53.0,1,5.0,2.0,1,1.0,1.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,84,CHARMING ROOM
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.81185,4.5,-73.94579,103.0,1,5.0,1.0,0,1.0,1.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,55,Serenity Space
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.68839000000001,5.0,-73.96018000000002,143.0,1,5.0,1.5,0,1.0,4.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,72,Gorgeous Clinton Hill Brooklyn 1BR Garden Apt
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.76174,5.0,-73.98306,111.0,1,5.0,1.0,1,1.0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,66,NYﾐｯﾄﾞﾀｳﾝ高級ｺﾝﾄﾞのﾘﾋﾞﾝｸﾞﾙｰﾑに宿泊
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.71532,5.0,-73.96209,83.0,0,4.5,1.0,1,1.0,1.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,13,Williamsburg Proper
4.5,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,4.5,40.73388,5.0,-73.99452,243.0,0,4.5,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,192,Beautiful brownstone apartment
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.76300000000001,5.0,-73.995,86.0,1,5.0,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,191,Private Micro Room 2
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.79103,5.0,-73.97632,152.0,1,5.0,1.0,0,1.0,-1.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,35,Private bed/ bath in classic Upper West Side apt.
4.5,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.75577,5.0,-73.99466,244.0,0,4.5,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,181,Midtown Manhattan Hideaway
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.73908,5.0,-74.00378,119.0,1,5.0,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,193,Gorgeous pvt room in West Village
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.76046,5.0,-73.99131,297.0,1,5.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,40,Times Square Area Quiet + Private Guest Studio
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.74989,5.0,-73.9884,231.0,0,5.0,1.0,0,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,36,NYC APT On Same Block As Empire State Building
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.74491,5.0,-74.0042,198.0,1,4.5,1.0,0,,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,West Chelsea MINI
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.73402,5.0,-73.9862,125.0,1,4.5,0.5,0,1.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,70,UNION SQUARE / Perfect Cozy Private Room!
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,3.5,4.5,40.76135,5.0,-73.98822,160.0,0,4.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,Hell's Kitchen/Time Square Apartment!
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.72187,4.5,-73.98083000000003,231.0,1,4.5,1.0,0,1.0,1.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,Spacious Sunny Designer 1 Bedroom in East Village
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.72521,5.0,-73.95575,96.0,1,4.5,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,89,Unique Cozy Designer Loft 1 stop to Manhattan
4.5,2019-08-08 00:00:00,4.5,2019-08-13 00:00:00,4.0,4.5,40.77379000000001,4.5,-74.01396,64.0,0,4.5,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,10,New York City and Time Square in minutes
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.73737,5.0,-74.00591,119.0,1,5.0,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,94,A Quiet Room in the West Village
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.74771,5.0,-73.9474,152.0,1,5.0,1.0,0,1.0,2.0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,"1 Stop fr. Manhattan! Private Suite,Landmark Block"
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.70854,5.0,-73.96242,92.0,0,5.0,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,114,Sunny room in Williamsburg with view of Manhattan
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.78466,5.0,-73.97276,274.0,1,5.0,1.0,0,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,116,Prime Central Park West Pied à Terre
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.72627,4.5,-74.04993,53.0,0,5.0,1.0,0,1.0,1.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,340,Beautiful room close to Manhattan
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.72419,5.0,-74.00451,436.0,1,5.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,106,"SoHo Apt. in Historic Townhouse, Private Terrace"
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.74793,5.0,-74.00690999999998,125.0,0,4.5,1.0,1,1.0,1.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,131,Private BR in Chelsea (women or couples only)
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.80681,5.0,-73.95119,114.0,1,5.0,1.0,0,1.0,1.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,1,34,Private room & own bath w/ view near Central Park!
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.80075,5.0,-73.95676,141.0,1,5.0,2.0,1,1.0,1.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,21,Private master bedroom next to Central Park & CU
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.72633,5.0,-74.00206999999997,297.0,1,5.0,1.0,0,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,87,Light & Cozy SoHo Hacienda
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.7137,5.0,-73.93734,139.0,1,5.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,Tailored Studio in Williamsburg BK
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.7215,4.5,-73.97747,98.0,1,5.0,1.0,1,1.0,1.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,134,Private room in 2B East Village!
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.74577,5.0,-74.00605999999998,198.0,1,5.0,1.0,0,,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,98,"the shoebox, west chelsea"
4.5,2019-08-08 00:00:00,4.5,2019-08-13 00:00:00,4.5,5.0,40.73571,5.0,-74.00341,341.0,1,4.5,1.0,0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,47,"My home in West Village--Huge, Modern"
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.72198,5.0,-73.98785,125.0,1,5.0,1.0,1,1.0,1.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,77,1 Person Only 1 Bdrm LES HugeDeck
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.67404000000001,4.5,-74.01021,163.0,1,5.0,1.0,0,,2.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,Designer's Red Hook Apartment
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.706,5.0,-73.929,79.0,1,5.0,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,"Bushwick Biodome Loft, Fun & Unique, Great View!"
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.73657,5.0,-73.91975,65.0,0,5.0,1.0,0,1.0,1.0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6,"Lovely room with private bathroom, near Manhattan"
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.7645,5.0,-73.98788,376.0,1,5.0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,29,Luxurious Hell’s Kitchen Famous Vibrant NYC!
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.67982,5.0,-73.98005,334.0,1,5.0,2.0,0,4.0,6.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,Entire Park Slope Townhouse
5.0,2019-08-08 00:00:00,4.5,2019-08-13 00:00:00,5.0,5.0,40.6598,5.0,-73.95879000000002,198.0,0,5.0,1.0,0,2.0,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,5,Historic Brooklyn Townhouse Garden Floor
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.76236,5.0,-73.99179000000002,132.0,1,4.5,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,16,Luxury Room in Hell's Kitchen/Times Square
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.686,5.0,-73.98899999999998,198.0,1,5.0,1.0,0,,2.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,72,Beautiful Brooklyn Brownstone in Boerum Hill
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.6752,5.0,-73.94829,54.0,1,5.0,1.0,0,1.0,1.0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,14,PRIVATE BEDROOM and BATHROOM crown heights Aprtmnt
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,5.0,5.0,40.72408,5.0,-73.98297,297.0,1,4.5,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,THE SMALL CHATEAU IN THE TREES
5.0,2019-08-08 00:00:00,5.0,2019-08-13 00:00:00,4.5,5.0,40.681,5.0,-74.00399999999998,79.0,0,5.0,1.0,1,1.0,1.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,102,Beautiful big room in Carroll Gardens Brooklyn!!!
5.0,2019-08-08 00:00:00,4.5,2019-08-13 00:00:00,5.0,4.5,40.72266,4.5,-73.98148,204.0,0,4.5,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,Bright 1 Bedroom in the East Village
