Accuracy_stars,CheckIn,CheckIn_stars,CheckOut,Cleanliness_stars,Communication_stars,Latitude,Location_stars,Longitude,Price,Super_host,Value_stars,Bathrooms_num_int,shared_bathroom,Bedrooms_int,Beds_int,shared_room,air,bunk,couch,crib,double,floor,king,queen,single,sofa,Unnamed: 27,Air conditioning,BBQ grill,Baby bath,Baby monitor,Babysitter recommendations,Bathtub,Beach essentials,Beachfront,Bed linens,Breakfast,Building staff,Cable TV,Carbon monoxide detector,Changing table,Children’s books and toys,Children’s dinnerware,Cleaning before checkout,Coffee maker,Cooking basics,Crib,Dishes and silverware,Dishwasher,Dryer,EV charger,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,Fireplace guards,First aid kit,Free parking on premises,Free street parking,Game console,Garden or backyard,Gym,Hair dryer,Hangers,Heating,High chair,Host greets you,Hot tub,Hot water,Indoor fireplace,Iron,Keypad,Kitchen,Lake access,Laptop friendly workspace,Lock on bedroom door,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Paid parking off premises,Paid parking on premises,Patio or balcony,Pocket wifi,Pool,Private entrance,Private living room,Refrigerator,Room-darkening shades,Shampoo,Single level home,Ski-in/Ski-out,Smart lock,Smoke detector,Stair gates,Stove,TV,Table corner guards,Washer,Waterfront,Wifi,Window guards,Reviewers_no,Title,normalized_price,geom,month,address
0,2019-09-05,0,2019-09-10,0,0,40.81612,0,-73.94216,226,0,0,1,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,-1,Chic and Comfortable in Manhattan,0.926229508,"40.81612,-73.94216",9,"176, West 137th Street, Harlem, Manhattan, Manhattan Community Board 10, New York County, NYC, New York, 10030, USA"
5,2019-09-05,5,2019-09-10,5,5,40.76513,5,-73.96583,259,0,4.5,1,0,1.5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,4,UNIQUE & COZY STUDIO NEAR CENTRAL PARK,1.06147541,"40.76513,-73.96583000000003",9,"Alice's Tea Cup Chapter ii, 156, East 64th Street, Lenox Hill, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10065, USA"
5,2019-09-05,4.5,2019-09-10,4.5,5,40.71725,5,-73.99811,357,0,4.5,1.5,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,156,★1000 ft² posh designer loft in Little Italy/SOHO★,1.463114754,"40.71725,-73.99811",9,"195, Canal Street, Chinatown, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10013, USA"
4.5,2019-09-05,5,2019-09-10,5,5,40.77795,5,-73.94653,205,0,4.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,24,Sex in the City Pad w/ Open City Views PRIME UES!,0.840163934,"40.77795,-73.94653000000002",9,"438, East 89th Street, Yorkville, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10128, USA"
4.5,2019-09-05,5,2019-09-10,4.5,4.5,40.688,5,-73.964,100,0,4.5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,324,Bedroom with Garden at the Back,0.409836066,"40.688,-73.964",9,"Pratt Institute, Lafayette Avenue, Clinton Hill, BK, Kings County, NYC, New York, 11221, USA"
5,2019-09-05,5,2019-09-10,5,5,40.718,5,-74.047,157,1,5,1,0,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,77,Spacious and modern alcove studio with king bed,0.643442623,"40.718,-74.047",9,"York Street, Downtown Jersey City, Jersey City, Hudson County, New Jersey, 07302-4522, USA"
5,2019-09-05,5,2019-09-10,5,5,40.72064,5,-73.9798,594,1,5,2,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0,1,0,34,Chic Sunny 2BR2BA - Gym.Laundry.Rooftop Views!,2.43442623,"40.72064,-73.9798",9,"286, East 2nd Street, Alphabet City, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10009, USA"
5,2019-09-05,5,2019-09-10,5,5,40.7638,5,-73.99298,305,1,4.5,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,43,Luxury Stay in my 2brm humble abode,1.25,"40.7638,-73.99298",9,"500, West 48th Street, Hell's Kitchen, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10036, USA"
4.5,2019-09-05,5,2019-09-10,4.5,5,40.78906,5,-73.97732,218,0,4.5,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,109,Lovely 1 BD on the Upper West Side,0.893442623,"40.78906,-73.97731999999998",9,"Church of St. Paul and St. Andrew, 263, West 86th Street, Upper West Side, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10024, USA"
5,2019-09-05,5,2019-09-10,5,5,40.71031,5,-74.07217,261,1,5,3,0,5,8,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,12,5 Bed 3 Bath Condo w/ parking. 20 mins to NYC,1.069672131,"40.71031,-74.07217",9,"189, Randolph Avenue, Jersey City, Hudson County, New Jersey, 07305, USA"
5,2019-10-03,5,2019-10-08,5,5,40.7456,5,-74.00107,141,1,4.5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,48,Great spacious room in Stylish apt near Highline,0.577868852,"40.7456,-74.00107",10,"355, West 22nd Street, Chelsea, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10011, USA"
4.5,2019-10-03,5,2019-10-08,4,5,40.73097,5,-74.06009,57,0,4.5,1,0,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,49,116 Magnolia Avenue 1163A,0.233606557,"40.73097,-74.06009",10,"10, West Street, Indian Square, Jersey City, Hudson County, New Jersey, 07306, USA"
4.5,2019-10-03,5,2019-10-08,4,4.5,40.72329,5,-73.98486,99,0,4.5,1,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,162,Cozy room in East Village with AC,0.405737705,"40.72329000000001,-73.98486",10,"160, East 3rd Street, Village View Houses, Alphabet City, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10009, USA"
4.5,2019-10-03,4.5,2019-10-08,4,5,40.72925,5,-74.00172,194,0,4.5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,203,Adorable West Village Apt (2 Beds),0.795081967,"40.72925,-74.00171999999998",10,"194, Bleecker Street, NoHo Historic District, NoHo, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10012, USA"
4.5,2019-10-03,5,2019-10-08,4.5,5,40.719,5,-73.96,86,1,4.5,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,190,Brownstone Williamsburg room with skylight Create,0.352459016,"40.719,-73.96",10,"104, North 7th Street, Williamsburg, Kings County, NYC, New York, 11249, USA"
4.5,2019-10-03,5,2019-10-08,4.5,5,40.76136,5,-73.99205,132,0,4.5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7,"Nice & clean room, two blocks from Times Square",0.540983607,"40.761359999999996,-73.99205",10,"422, West 46th Street, Times Square, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10036, USA"
5,2019-10-03,5,2019-10-08,5,5,40.79315,4.5,-73.93984,70,0,4.5,1,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,41,Sunny room,0.286885246,"40.79315,-73.93984",10,"307, East 110th Street, East Harlem, Manhattan, Manhattan Community Board 11, New York County, NYC, New York, 10029, USA"
5,2019-10-03,5,2019-10-08,5,5,40.807,5,-73.966,139,1,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,205,Columbia area room pvt bath & entry,0.569672131,"40.806999999999995,-73.96600000000002",10,"Columbia University In The City Of New York, College Walk, Morningside Heights, Manhattan, Manhattan Community Board 9, New York County, NYC, New York, 10027, USA"
4.5,2019-10-03,4.5,2019-10-08,4.5,4.5,40.72891,5,-74.0014,236,0,4.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,63,Fun in the sun; Summer in the West Village!!,0.967213115,"40.72891,-74.0014",10,"98, MacDougal Street, SoHo, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10012, USA"
5,2019-10-03,5,2019-10-08,5,5,40.75005,5,-73.99898,223,1,4.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,63,BEST AREA IN CHELSEA. MODERN. COMPACT. HIGH LINE!!,0.913934426,"40.75005,-73.99898",10,"317, 9th Avenue, Chelsea, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10001, USA"
5,2019-10-03,5,2019-10-08,5,5,40.69651,4.5,-73.96147,63,0,5,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,22,"Sunny, cozy room in Brooklyn.",0.258196721,"40.696509999999996,-73.96146999999998",10,"Classon Avenue & Park Avenue, Classon Avenue, Clinton Hill, BK, Kings County, NYC, New York, 11238, USA"
5,2019-10-03,5,2019-10-08,5,5,40.78641,5,-74.00932,91,0,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,4,Cozy Apartment 10 mins from NYC,0.37295082,"40.78641,-74.00932",10,"168, Westover Place, West New York, Hudson County, New Jersey, 07093, USA"
5,2019-10-03,5,2019-10-08,5,5,40.772,4.5,-73.913,53,1,5,2,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,84,CHARMING ROOM,0.217213115,"40.772,-73.913",10,"23-62, 35th Street, Steinway, Queens County, NYC, New York, 11105, USA"
5,2019-10-03,5,2019-10-08,4.5,5,40.64769,4.5,-73.97435,57,0,4.5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,104,Renovated Cozy room for 2 or solo traveler,0.233606557,"40.647690000000004,-73.97435",10,"620 On Caton Pizzeria, 620, Caton Avenue, Kensington, BK, Kings County, NYC, New York, 11218, USA"
4.5,2019-10-03,4.5,2019-10-08,4.5,4.5,40.7309,4.5,-74.05936,49,0,4.5,1,1,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,48,118 Magnolia Ave 1183B,0.200819672,"40.7309,-74.05936",10,"Saint Demetrios Greek Orthodox Church, Magnolia Avenue, Indian Square, Jersey City, Hudson County, New Jersey, 07306, USA"
5,2019-10-03,5,2019-10-08,5,5,40.76174,5,-73.98306,111,1,5,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,66,NYﾐｯﾄﾞﾀｳﾝ高級ｺﾝﾄﾞのﾘﾋﾞﾝｸﾞﾙｰﾑに宿泊,0.454918033,"40.76174,-73.98306",10,"NY Gifts, 780, 7th Avenue, Diamond District, Midtown, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10019, USA"
4.5,2019-10-03,4.5,2019-10-08,4,5,40.71088,5,-74.00664,522,0,4.5,2,0,4,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,6,4BR FIDI & TRENDI Apartment!,2.139344262,"40.710879999999996,-74.00664",10,"Vanderbilt Building, 15, Beekman Street, Financial District, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10038, USA"
5,2019-10-03,5,2019-10-08,5,5,40.78466,5,-73.97276,291,1,5,1,0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,116,Prime Central Park West Pied à Terre,1.192622951,"40.784659999999995,-73.97276",10,"62, West 84th Street, Upper West Side, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10024, USA"
5,2019-10-03,5,2019-10-08,4.5,5,40.65916,4.5,-73.95074,81,1,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,142,Cozy Private Room for Eager Travelers! :D,0.331967213,"40.65916,-73.95074",10,"1156, Nostrand Avenue, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11225, USA"
4.5,2019-10-03,5,2019-10-08,4.5,4.5,40.7189,5,-73.99182,165,0,4.5,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,108,Lower East Side Minimalist Studio,0.676229508,"40.7189,-73.99181999999998",10,"294, Broome Street, Lower East Side, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10002, USA"
5,2019-10-03,5,2019-10-08,4.5,5,40.7157,5,-73.95983,165,0,4.5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,83,Your Own Apartment corner of Bedford and Grand!,0.676229508,"40.7157,-73.95983000000003",10,"Apple, 247, Bedford Avenue, Greenpoint, Kings County, NYC, New York, 11211, USA"
5,2019-10-03,5,2019-10-08,5,5,40.76184,5,-73.91443,156,1,5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,19,"Cozy studio is all you need, 20 mins to Times Sq",0.639344262,"40.76184,-73.91443000000002",10,"P.S. 70, 30-45, 42nd Street, Sunnyside Gardens, Queens County, NYC, New York, 11103, USA"
5,2019-10-03,5,2019-10-08,5,5,40.74462,5,-74.00139,145,1,5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,61,Relaxing Stylish Room near Train and Attractions,0.594262295,"40.74462,-74.00139",10,"342, West 21st Street, Chelsea, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10011, USA"
5,2019-10-03,5,2019-10-08,5,5,40.7132,5,-73.94371,154,1,4.5,1,0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,35,New York Williamsburg tranquil studio,0.631147541,"40.7132,-73.94371",10,"312, Graham Avenue, Williamsburg Houses, Kings County, NYC, New York, 11211, USA"
5,2019-10-03,5,2019-10-08,5,5,40.74078,5,-73.99923,264,1,5,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,179,LIVE HERE!! COZY STUDIO IN CHELSEA!,1.081967213,"40.74078,-73.99923000000003",10,"218, West 17th Street, Chelsea, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10011, USA"
5,2019-10-03,5,2019-10-08,5,5,40.72291,5,-73.9487,141,0,4.5,1,0,1.5,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,16,"A+ location, clean, cozy & bright, Park & Cafe :)",0.577868852,"40.72291,-73.9487",10,"Kingdom Hall Jehovah's Witnesses, 278, Driggs Avenue, Greenpoint, Kings County, NYC, New York, 11222, USA"
5,2019-10-03,5,2019-10-08,5,5,40.69107,5,-73.99378,264,1,5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,56,Brooklyn Heights Garden Level,1.081967213,"40.69107,-73.99378",10,"163, Clinton Street, Cobble Hill Historic District, Kings County, NYC, New York, 11201, USA"
5,2019-10-03,5,2019-10-08,4.5,5,40.79229,5,-73.94962,125,1,5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,142,Spanish Harlem with terrace.,0.512295082,"40.79229,-73.94962",10,"1545, Madison Avenue, East Harlem, Manhattan, Manhattan Community Board 11, New York County, NYC, New York, 10029, USA"
5,2019-10-03,5,2019-10-08,5,5,40.6886,5,-73.95884,215,1,5,1,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,21,Clean and modern space in Clinton Hills,0.881147541,"40.6886,-73.95884000000002",10,"129, Clifton Place, Clinton Hill, BK, Kings County, NYC, New York, 11238, USA"
5,2019-10-03,5,2019-10-08,4.5,5,40.67259,5,-73.95831,86,1,5,1,1,1,2,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,143,Four stops to Manhattan!,0.352459016,"40.67259,-73.95831",10,"570, Saint Johns Place, Prospect Heights, BK, Kings County, NYC, New York, 11238, USA"
