Accuracy_stars,CheckIn,CheckIn_stars,CheckOut,Cleanliness_stars,Communication_stars,Latitude,Location_stars,Longitude,Price,Super_host,Value_stars,Bathrooms_num_int,shared_bathroom,Bedrooms_int,Beds_int,shared_room,air,bunk,couch,crib,double,floor,king,queen,single,sofa,Unnamed: 27,Air conditioning,BBQ grill,Baby bath,Baby monitor,Babysitter recommendations,Bathtub,Beach essentials,Beachfront,Bed linens,Breakfast,Building staff,Cable TV,Carbon monoxide detector,Changing table,Children’s books and toys,Children’s dinnerware,Cleaning before checkout,Coffee maker,Cooking basics,Crib,Dishes and silverware,Dishwasher,Dryer,EV charger,Elevator,Essentials,Ethernet connection,Extra pillows and blankets,Fire extinguisher,Fireplace guards,First aid kit,Free parking on premises,Free street parking,Game console,Garden or backyard,Gym,Hair dryer,Hangers,Heating,High chair,Host greets you,Hot tub,Hot water,Indoor fireplace,Iron,Keypad,Kitchen,Lake access,Laptop friendly workspace,Lock on bedroom door,Lockbox,Long term stays allowed,Luggage dropoff allowed,Microwave,Outlet covers,Oven,Pack ’n Play/travel crib,Paid parking off premises,Paid parking on premises,Patio or balcony,Pocket wifi,Pool,Private entrance,Private living room,Refrigerator,Room-darkening shades,Shampoo,Single level home,Ski-in/Ski-out,Smart lock,Smoke detector,Stair gates,Stove,TV,Table corner guards,Washer,Waterfront,Wifi,Window guards,Reviewers_no,Title,normalized_price,geom,month,address
5,2019-12-12,5,2019-12-17,5,5,40.6888,5,-73.92015,53,0,5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,Creative Bushwick - Cozy Private Room,0.217213115,"40.6888,-73.92015",12,"1423, Broadway, Bushwick, BK, Kings County, NYC, New York, 11221, USA"
5,2019-12-12,5,2019-12-17,5,5,40.73469,4.5,-73.85426,139,1,5,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,38,Chic Designer Home Guest Studio,0.569672131,"40.73469,-73.85426",12,"102-35, 62nd Drive, Rego Park, Queens County, NYC, New York, 11375, USA"
5,2019-12-12,5,2019-12-17,5,5,40.71415,5,-74.03744,205,0,5,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,22,Wonderful views close to the city,0.840163934,"40.71415,-74.03744",12,"Satis Bistro, 212, Washington Street, Downtown Jersey City, Jersey City, Hudson County, New Jersey, 07302, USA"
5,2019-12-12,5,2019-12-17,5,5,40.76794,4.5,-73.93413,198,1,5,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,130,Beautiful Astoria apt next to Mtan,0.81147541,"40.76794,-73.93413000000002",12,"31-33, 12th Street, Astoria, Queens County, NYC, New York, 11106, USA"
5,2019-12-12,5,2019-12-17,5,5,40.75651,5,-73.91485,291,1,5,1,0,3,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,48,Large Modern 3-bdrm Duplex Apt near Manhattan,1.192622951,"40.75651,-73.91485",12,"32-14, 46th Street, Sunnyside Gardens, Queens County, NYC, New York, 11103, USA"
5,2019-12-12,5,2019-12-17,5,5,40.71143,5,-74.00596,382,1,5,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,162,Downtown Airy Designer Loft,1.56557377,"40.71143,-74.00596",12,"150, Nassau Street, Financial District, Manhattan, Manhattan Community Board 1, New York County, NYC, New York, 10038, USA"
5,2019-12-12,4.5,2019-12-17,4.5,5,40.73161,5,-74.00474,236,0,4.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,63,Spacious Home in Premium West Village :),0.967213115,"40.73161,-74.00474",12,"28, Commerce Street, West Village, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10014, USA"
5,2019-12-12,5,2019-12-17,5,5,40.77111,5,-73.95139,197,1,4.5,1,0,1.5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,123,Upper East Side Studio,0.807377049,"40.77111,-73.95139",12,"445, East 78th Street, Upper East Side, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10075, USA"
0,2019-12-12,0,2019-12-17,0,0,40.75487,0,-73.93105,78,1,0,1,1,1,-1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,2,"Large and clean room with a king size bed,",0.319672131,"40.75487,-73.93105",12,"37-01, 31st Street, Sunnyside, Queens County, NYC, New York, 11101, USA"
5,2019-12-12,5,2019-12-17,5,5,40.76153,5,-73.98803,357,1,5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,71,Times Square/ Hell's Kitchen HUGE 1 bedroom Apt,1.463114754,"40.76153,-73.98803000000002",12,"Belvedere Hotel, 319, West 48th Street, Hell's Kitchen, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10019, USA"
5,2019-12-12,5,2019-12-17,4.5,5,40.71122,5,-73.96361,119,0,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24,"BEDFORD AVENUE - cosy, bright, private bedroom",0.487704918,"40.71122,-73.96361",12,"Williamsburg Bridge Bikepath, Lower East Side, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 11249, USA"
4.5,2019-12-12,4.5,2019-12-17,5,5,40.76511,5,-73.98714,448,0,4.5,1.5,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,7,★SPRING/ SUMMER SALE ALERT★ 10 MIN TO TIMES SQUARE,1.836065574,"40.76511,-73.98714",12,"362, West 53rd Street, Diamond District, Midtown, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10019, USA"
5,2019-12-12,5,2019-12-17,5,5,40.76019,4.5,-73.92915,132,1,4.5,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,162,Cozy 1BD in a cool neighborhood.,0.540983607,"40.76019,-73.92915",12,"34-08, 29th Street, Sunnyside, Queens County, NYC, New York, 11106, USA"
5,2019-12-12,5,2019-12-17,5,5,40.74769,5,-73.9784,251,1,5,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,112,ONE STOP TO TIME SQUARE BEAUTIFUL QUIET STUDIO,1.028688525,"40.74769000000001,-73.9784",12,"137, East 36th Street, Murray Hill, Manhattan, Manhattan Community Board 6, New York County, NYC, New York, 10016, USA"
5,2019-12-12,5,2019-12-17,5,5,40.72035,5,-74.03459,169,0,5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,3,1 BR apt minutes from Manhattan with great view,0.692622951,"40.72035,-74.03459000000002",12,"Urby, Bay Street, Downtown Jersey City, Jersey City, Hudson County, New Jersey, 07311, USA"
5,2019-12-12,5,2019-12-17,5,5,40.86039,4.5,-73.92663,141,1,5,1,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,31,"Spacious, artistic 1-bedroom near The Cloisters!",0.577868852,"40.86039,-73.92663",12,"129, Nagle Avenue, Fort George, Manhattan, Manhattan Community Board 12, New York County, NYC, New York, 10040, USA"
5,2019-12-12,5,2019-12-17,5,5,40.76762,4.5,-73.90727,116,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,0,134,"A Gem Studio Apartment Astoria,NYC",0.475409836,"40.76762,-73.90727",12,"24-17, 44th Street, Sunnyside Gardens, Queens County, NYC, New York, 11103, USA"
5,2019-12-12,5,2019-12-17,5,5,40.74726,5,-74.00213,92,1,5,-1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,113,1st Time / Solo Travelers! Charming NYC Studio!,0.37704918,"40.74726,-74.00213000000002",12,"425, West 23rd Street, Chelsea, Manhattan, Manhattan Community Board 4, New York County, NYC, New York, 10011, USA"
5,2019-12-12,5,2019-12-17,4.5,5,40.72176,5,-73.99424,277,1,4.5,1,0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,143,Quiet Soho/Nolita Garden Alcove Studio,1.135245902,"40.72176,-73.99424",12,"196, Elizabeth Street, Five Points, Chinatown, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10012, USA"
4.5,2019-12-12,4.5,2019-12-17,4.5,4.5,40.68499,4.5,-73.94433,92,0,4.5,1,0,1,-1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,109,"Cozy, private bed & private bath",0.37704918,"40.68499,-73.94433000000002",12,"364, Tompkins Avenue, BEDFORD STUYVESANT/ EXPANDED STUYVEVSANT HEIGHTS HISTORIC DISTRICT, BK, Kings County, NYC, New York, 11216, USA"
5,2019-12-12,5,2019-12-17,4.5,5,40.68242,4.5,-73.94774,78,1,5,1.5,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,256,Newly renovated historic brownstone,0.319672131,"40.68242,-73.94774",12,"202, Hancock Street, BEDFORD STUYVESANT/ EXPANDED STUYVEVSANT HEIGHTS HISTORIC DISTRICT, BK, Kings County, NYC, New York, 11216, USA"
5,2019-12-12,5,2019-12-17,5,5,40.69411,4.5,-73.94086,70,1,5,2,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,74,2 Level Brownstone! Private room! Manhattan in 15!,0.286885246,"40.69411,-73.94086",12,"255, Hart Street, Bed-Stuy, BK, Kings County, NYC, New York, 11206, USA"
5,2019-12-12,5,2019-12-17,5,5,40.737,5,-74.029,168,1,5,1,0,1.5,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,68,★ DELIGHTFUL APT NEXT TO THE PATH - 10MIN TO NYC ★,0.68852459,"40.737,-74.029",12,"96, River Street, Hoboken, Hudson County, New Jersey, 07030, USA"
5,2019-12-12,5,2019-12-17,5,5,40.81185,4.5,-73.94579,102,1,5,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,55,Serenity Space,0.418032787,"40.81185,-73.94579",12,"2195, West 130th Street, Harlem, Manhattan, Manhattan Community Board 10, New York County, NYC, New York, 10027, USA"
5,2019-12-12,5,2019-12-17,5,5,40.74745,5,-73.98707,223,0,4.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,77,Broadway - Empire State - 5th Ave - Cute Apartment,0.913934426,"40.74745,-73.98706999999997",12,"22, West 32nd Street, Korea Town, Koreatown, Manhattan, Manhattan Community Board 5, New York County, NYC, New York, 10001, USA"
5,2019-12-12,4.5,2019-12-17,5,4.5,40.64631,4,-73.94762,53,0,4.5,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,11,BUDGET ROOM CLOSE TO SUBWAY,0.217213115,"40.64631,-73.94762",12,"180, East 32nd Street, Brooklyn Community Board 17 Neighborhoods, BK, Kings County, NYC, New York, 11226, USA"
5,2019-12-12,5,2019-12-17,5,5,40.75868,5,-73.92615,168,1,5,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,116,Charming Private Astoria Apt. 15 Min To Manhattan!,0.68852459,"40.75868,-73.92615",12,"34-10, 33rd Street, Astoria, Queens County, NYC, New York, 11106, USA"
5,2019-12-12,5,2019-12-17,4.5,5,40.72102,5,-73.94382,178,1,5,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,226,"Large, sunny, private studio Apt 2R",0.729508197,"40.72102,-73.94382",12,"13, Russell Street, Greenpoint, Kings County, NYC, New York, 11222, USA"
5,2019-12-12,5,2019-12-17,5,5,40.57821,4.5,-73.94122,66,0,5,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,78,"Private Studio, Oceanside beautiful and safe area",0.270491803,"40.57821,-73.94122",12,"1315, Oriental Boulevard, Sheepshead Bay, Kings County, NYC, New York, 11235, USA"
5,2019-12-12,5,2019-12-17,5,5,40.71809,5,-73.99811,301,1,4.5,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,105,Modern & Trendy 2-Bedroom 1 Bath Lower Manhattan,1.233606557,"40.71809,-73.99811",12,"Casa Bella, Mulberry Street, Five Points, Little Italy, Manhattan, Manhattan Community Board 2, New York County, NYC, New York, 10012, USA"
4.5,2019-12-12,5,2019-12-17,4,5,40.72778,5,-73.98305,174,0,4.5,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,229,FOODIE HAVEN -ENJOY THE REAL NYC :),0.713114754,"40.72778,-73.98305",12,"280, East 10th Street, East Village, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10009, USA"
5,2019-12-12,5,2019-12-17,5,5,40.749,5,-73.918,172,1,5,1,0,1.5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,97,Beautiful studio apartment in Sunnyside,0.704918033,"40.749,-73.918",12,"39-12, 46th Street, Sunnyside Gardens, Queens County, NYC, New York, 11104, USA"
5,2019-12-12,4.5,2019-12-17,5,5,40.77929,5,-73.95967,302,0,4.5,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,20,"Large, spacious Home: Premium Upper East Side",1.237704918,"40.77929,-73.95966999999997",12,"1115, Madison Avenue, Upper East Side, Manhattan, Manhattan Community Board 8, New York County, NYC, New York, 10028, USA"
5,2019-12-12,5,2019-12-17,5,5,40.78249,5,-74.03348,87,1,5,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,22,Cozy up in a Private Suite 15 min from NYC,0.356557377,"40.78249,-74.03348000000003",12,"1605, 43rd Street, North Bergen, Hudson County, New Jersey, 07047, USA"
5,2019-12-12,5,2019-12-17,5,5,40.69695,4.5,-73.95951,85,0,5,1,1,1,1,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,149,"Bright, Cozy room in Brooklyn",0.348360656,"40.69695,-73.95951",12,"803 REAR, Kent Avenue, Clinton Hill, BK, Kings County, NYC, New York, 11205, USA"
5,2019-12-12,5,2019-12-17,4.5,5,40.7197,5,-73.95522,198,1,5,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,53,I Love You Bedford,0.81147541,"40.7197,-73.95522",12,"113, Bedford Avenue, Greenpoint, Kings County, NYC, New York, 11211, USA"
5,2019-12-12,5,2019-12-17,5,5,40.808,5,-73.999,157,1,5,1,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,239,20 Min+ to Times Square- Sunny 2 BR,0.643442623,"40.808,-73.999",12,"9035, Palisade Plaza, Cliffside Park, Hudson County, New Jersey, 07047, USA"
4.5,2019-12-12,5,2019-12-17,4.5,4.5,40.731,4.5,-74.059,77,0,5,1,0,1.5,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,47,Magnolia Avenue Private Room with bathroom,0.31557377,"40.731,-74.059",12,"Saint Demetrios Greek Orthodox Church, Magnolia Avenue, Indian Square, Jersey City, Hudson County, New Jersey, 07306, USA"
5,2019-12-12,4.5,2019-12-17,5,4.5,40.72956,5,-73.98166,211,0,4.5,1,0,1.5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,187,CLEAN AND STYLISH EAST VILLAGE PAD,0.864754098,"40.72956,-73.98165999999998",12,"437, East 12th Street, East Village, Manhattan, Manhattan Community Board 3, New York County, NYC, New York, 10009, USA"
5,2019-12-12,5,2019-12-17,5,5,40.78837,5,-73.96821,297,1,5,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,19,Designer Brownstone One Bedroom.,1.217213115,"40.78837,-73.96821",12,"17, West 90th Street, Upper West Side, Manhattan, Manhattan Community Board 7, New York County, NYC, New York, 10024, USA"
